날짜,시간,시가,고가,저가,종가,거래량,거래대금
2023-07-03,1214,258500,259500,258500,259500,2494,645397000
2023-07-03,1215,259500,259500,258500,259000,2113,547504000
2023-07-03,1216,259000,259000,258500,259000,2104,544035000
2023-07-03,1217,259000,259000,256500,258500,12055,3103936000
2023-07-03,1218,258500,258500,257500,258000,3364,867733000
2023-07-03,1219,258000,259000,257500,259000,3606,931899000
2023-07-03,1220,259000,259000,258500,258500,3223,834640000
2023-07-03,1221,259000,259000,258000,258500,4088,1057296000
2023-07-03,1222,258500,259500,258500,259500,2634,682086000
2023-07-03,1223,259500,260000,259000,260000,6582,1708767000
2023-07-03,1224,260000,260000,259500,259500,3190,828758000
2023-07-03,1225,260000,261000,259500,260500,17511,4558030000
2023-07-03,1226,260500,261000,260000,260500,4809,1252574000
2023-07-03,1227,260500,261000,260000,261000,2504,652373000
2023-07-03,1228,260500,261000,260000,260000,6909,1798503000
2023-07-03,1229,260000,260000,259000,259500,3995,1036656000
2023-07-03,1230,259500,261000,259500,261000,6759,1760247000
2023-07-03,1231,261000,262000,260500,262000,21292,5563433000
2023-07-03,1232,262000,262000,260500,261000,11632,3039005000
2023-07-03,1233,260500,262000,260500,262000,7674,2007222000
2023-07-03,1234,262000,262000,260500,261500,16732,4379324000
2023-07-03,1235,261500,262000,260500,261000,5401,1410384000
2023-07-03,1236,261000,261500,260500,261000,6051,1580203000
2023-07-03,1237,261000,261500,260500,261000,2591,676191000
2023-07-03,1238,261500,261500,261000,261500,1714,447971000
2023-07-03,1239,261500,262000,261000,262000,5230,1368637000
2023-07-03,1240,262000,262500,261500,262500,5869,1539218000
2023-07-03,1241,262500,262500,261500,262000,7758,2034590000
2023-07-03,1242,262000,262500,261000,262500,3007,787817000
2023-07-03,1243,262500,263500,262500,263500,12385,3255777000
2023-07-03,1244,263500,263500,261500,262000,10701,2811072000
2023-07-03,1245,262000,262500,261500,262000,3934,1030645000
2023-07-03,1246,262000,262500,261500,262000,3575,936468000
2023-07-03,1247,262500,262500,261500,261500,3946,1032890000
2023-07-03,1248,261500,262500,261500,262000,5196,1361673000
2023-07-03,1249,262000,262500,261500,262000,2923,765937000
2023-07-03,1250,262000,262500,261000,261000,3658,957247000
2023-07-03,1251,261000,261500,260500,260500,7017,1829645000
2023-07-03,1252,261000,261000,260000,260500,3783,985858000
2023-07-03,1253,260500,261000,260500,261000,1470,383044000
2023-07-03,1254,260500,261000,260500,261000,1587,414012000
2023-07-03,1255,261000,262000,261000,262000,3095,809165000
2023-07-03,1256,262000,262000,261500,262000,1592,416645000
2023-07-03,1257,261500,262000,261500,262000,1324,346513000
2023-07-03,1258,262000,262000,261000,261000,3156,824820000
2023-07-03,1259,261000,261500,261000,261000,968,252796000
2023-07-03,1300,261000,261500,261000,261500,1450,378644000
2023-07-03,1301,261000,261500,261000,261500,1864,486941000
2023-07-03,1302,261500,262000,261000,262000,4917,1285820000
2023-07-03,1303,262000,262500,261500,262500,3500,916873000
2023-07-03,1304,262000,262500,262000,262500,4364,1145483000
2023-07-03,1305,262500,262500,262000,262500,2984,783263000
2023-07-03,1306,262500,262500,262000,262500,705,184920000
2023-07-03,1307,262500,262500,262000,262500,1256,329519000
2023-07-03,1308,262000,262500,262000,262500,876,229785000
2023-07-03,1309,262500,262500,262000,262000,696,182496000
2023-07-03,1310,262000,262500,261500,262000,4476,1172811000
2023-07-03,1311,262000,262500,262000,262500,898,235516000
2023-07-03,1312,262500,262500,262000,262000,2728,715737000
2023-07-03,1313,262500,262500,262000,262000,1800,471788000
2023-07-03,1314,262500,262500,261500,262000,4145,1086433000
2023-07-03,1315,262000,262000,261500,261500,948,248121000
2023-07-03,1316,261500,262000,261500,262000,1159,303345000
2023-07-03,1317,262000,262000,261500,262000,1232,322619000
2023-07-03,1318,262000,263000,261500,262500,10768,2824429000
2023-07-03,1319,263000,263000,262500,263000,2949,775298000
2023-07-03,1320,262500,263000,262500,263000,3179,835978000
2023-07-03,1321,263000,263500,262500,263000,7835,2061279000
2023-07-03,1322,263500,263500,263000,263500,3444,906374000
2023-07-03,1323,263000,264500,263000,264500,18482,4874879000
2023-07-03,1324,264000,264500,263500,264500,5057,1335793000
2023-07-03,1325,264000,264500,264000,264500,2543,672113000
2023-07-03,1326,264000,264500,264000,264500,3767,995769000
2023-07-03,1327,264500,264500,264000,264500,2359,623747000
2023-07-03,1328,264500,264500,264000,264000,5274,1393260000
2023-07-03,1329,264000,267500,264000,267500,51657,13706769000
2023-07-03,1330,267500,268000,266500,268000,22175,5929818000
2023-07-03,1331,268000,270000,267500,270000,25501,6852384000
2023-07-03,1332,270000,270000,267500,268500,26923,7228176000
2023-07-03,1333,268500,269000,266500,267000,18136,4855598000
2023-07-03,1334,267000,267500,266500,267500,5901,1576655000
2023-07-03,1335,267500,267500,265500,266000,13695,3649890000
2023-07-03,1336,266000,267500,266000,267500,8257,2202385000
2023-07-03,1337,267500,268000,267000,267500,6402,1713263000
2023-07-03,1338,268000,269000,267500,269000,11139,2988689000
2023-07-03,1339,269000,269000,268000,268500,6642,1783159000
2023-07-03,1340,268000,268500,267000,268500,11779,3152552000
2023-07-03,1341,268500,269000,267500,268000,14356,3853782000
2023-07-03,1342,268500,268500,267500,268000,8196,2196458000
2023-07-03,1343,268000,268500,267500,268000,8924,2391402000
2023-07-03,1344,268000,268000,267000,268000,8427,2253735000
2023-07-03,1345,267500,269000,267500,268500,8394,2250952000
2023-07-03,1346,269000,269000,268000,268500,9202,2469851000
2023-07-03,1347,268500,269500,268000,269000,15397,4139883000
2023-07-03,1348,269500,270000,269000,269500,17742,4783736000
2023-07-03,1349,270000,270000,268500,269000,21900,5896536000
2023-07-03,1350,269000,269500,267500,268000,13905,3734933000
2023-07-03,1351,268000,268000,265500,265500,28940,7718148000
2023-07-03,1352,265500,267500,265000,266000,13619,3628176000
2023-07-03,1353,266000,266500,265000,265500,13319,3541184000
2023-07-03,1354,265000,266000,265000,265500,9319,2472007000
2023-07-03,1355,265500,266000,265000,265000,6067,1610631000
2023-07-03,1356,265500,265500,264000,265000,13416,3548474000
2023-07-03,1357,265000,265500,264000,264500,6312,1670073000
2023-07-03,1358,264500,265500,264000,265000,5738,1519506000
2023-07-03,1359,265500,265500,264500,265000,2228,590714000
2023-07-03,1400,265500,265500,264000,264000,6514,1725171000
2023-07-03,1401,264500,264500,263000,263500,6422,1693223000
2023-07-03,1402,263500,265000,263000,264500,12650,3336153000
2023-07-03,1403,264500,265000,264000,265000,4347,1150080000
2023-07-03,1404,265000,265000,264000,264000,2750,727195000
2023-07-03,1405,264000,264000,263500,263500,2831,747054000
2023-07-03,1406,264000,265000,263500,265000,6850,1811484000
2023-07-03,1407,265000,265000,264500,265000,3188,844668000
2023-07-03,1408,265000,265000,264000,264500,3299,872226000
2023-07-03,1409,264500,264500,264000,264500,2417,638621000
2023-07-03,1410,264500,264500,263500,263500,3584,946092000
2023-07-03,1411,264000,264500,263500,264000,3581,945017000
2023-07-03,1412,264000,264000,263000,263500,3959,1043646000
2023-07-03,1413,263000,263500,262000,262500,5136,1349996000
2023-07-03,1414,262500,263500,262000,263000,10658,2796397000
2023-07-03,1415,263000,263500,262000,262000,5256,1378518000
2023-07-03,1416,262000,262500,261500,262000,5082,1329615000
2023-07-03,1417,261500,262000,261000,261500,6312,1649754000
2023-07-03,1418,262000,262000,261000,262000,4969,1299891000
2023-07-03,1419,262000,262000,261500,261500,2295,600756000
2023-07-03,1420,261500,262500,261500,262500,4153,1088392000
2023-07-03,1421,262500,262500,261500,262000,6445,1690347000
2023-07-03,1422,261500,262000,261500,262000,2114,553087000
2023-07-03,1423,261500,263000,261500,263000,8843,2316798000
2023-07-03,1424,263000,263500,262000,262000,7327,1925062000
2023-07-03,1425,262500,262500,262000,262500,947,248361000
2023-07-03,1426,262000,263000,262000,262500,1542,404814000
2023-07-03,1427,262500,263000,262000,262500,2778,729153000
2023-07-03,1428,262500,263000,262000,262500,1956,513367000
2023-07-03,1429,263000,263000,262500,263000,922,242360000
2023-07-03,1430,263000,263000,262500,263000,2114,555898000
2023-07-03,1431,263000,263500,262500,263000,2632,692361000
2023-07-03,1432,263500,263500,263000,263000,2263,595499000
2023-07-03,1433,263000,263500,263000,263500,1734,456259000
2023-07-03,1434,263500,264000,263000,263500,7140,1881434000
2023-07-03,1435,264000,264000,263000,263500,2031,535235000
2023-07-03,1436,264000,264000,263500,264000,864,228015000
2023-07-03,1437,264000,264000,263500,263500,1883,496602000
2023-07-03,1438,264000,264000,263500,263500,1940,511921000
2023-07-03,1439,264000,264000,263000,263500,5653,1490552000
2023-07-03,1440,263500,263500,262500,263000,5432,1428899000
2023-07-03,1441,263000,263000,262500,262500,1827,479759000
2023-07-03,1442,263000,263000,262500,263000,1942,510218000
2023-07-03,1443,263000,263000,262500,262500,959,251946000
2023-07-03,1444,262500,263000,262500,263000,1950,512428000
2023-07-03,1445,263000,263000,262500,262500,1346,353699000
2023-07-03,1446,263000,263000,261500,262500,8992,2357851000
2023-07-03,1447,262500,262500,262000,262000,1000,262285000
2023-07-03,1448,262500,262500,262000,262500,1137,298189000
2023-07-03,1449,262500,263500,262500,263000,6351,1669072000
2023-07-03,1450,263500,263500,263000,263000,1586,417493000
2023-07-03,1451,263500,263500,262500,263500,6161,1620858000
2023-07-03,1452,263000,263500,262500,262500,3735,982492000
2023-07-03,1453,263000,263000,262500,262500,1447,380168000
2023-07-03,1454,262500,263500,262500,263000,3217,845955000
2023-07-03,1455,263000,263500,263000,263000,694,182630000
2023-07-03,1456,263000,263500,262500,263000,3441,905146000
2023-07-03,1457,263000,263000,262500,262500,2587,680178000
2023-07-03,1458,262500,263000,262500,263000,788,207085000
2023-07-03,1459,263000,263000,262500,262500,876,230124000
2023-07-03,1500,263000,263000,262500,262500,948,248991000
2023-07-03,1501,263000,263000,262500,262500,1331,349694000
2023-07-03,1502,262500,263000,262500,262500,1626,426877000
2023-07-03,1503,262500,263000,262500,263000,1819,477741000
2023-07-03,1504,262500,263500,262500,263500,13461,3540423000
2023-07-03,1505,263500,263500,263000,263500,1653,435272000
2023-07-03,1506,263500,263500,263000,263500,1124,295853000
2023-07-03,1507,263500,264000,263000,264000,8145,2145701000
2023-07-03,1508,264000,264000,263500,264000,1820,480421000
2023-07-03,1509,264000,264000,263500,263500,1840,485337000
2023-07-03,1510,263500,264000,263500,263500,6590,1737090000
2023-07-03,1511,263000,263500,263000,263000,4207,1107421000
2023-07-03,1512,263000,264000,263000,264000,5139,1353602000
2023-07-03,1513,264000,264000,263500,264000,2034,536231000
2023-07-03,1514,264000,264000,263500,263500,3330,878050000
2023-07-03,1515,263500,264000,263500,264000,1689,445304000
2023-07-03,1516,263500,264000,263500,263500,5089,1341192000
2023-07-03,1517,263500,263500,263000,263000,3062,805595000
2023-07-03,1518,263500,263500,263000,263500,2914,766874000
2023-07-03,1519,263500,263500,263000,263000,2740,720910000
2023-07-03,1520,263000,263500,263000,263000,6009,1580717000
2023-07-04,0901,271000,272000,268500,271500,87300,23617398000
2023-07-04,0902,271500,273000,270000,270500,53744,14582766000
2023-07-04,0903,270500,271000,267500,268000,36594,9852943000
2023-07-04,0904,268000,269500,267500,268500,33270,8936644000
2023-07-04,0905,268500,269500,268000,268000,36113,9699188000
2023-07-04,0906,268000,268500,266500,267500,29212,7814200000
2023-07-04,0907,267500,269000,266500,268500,18265,4895174000
2023-07-04,0908,268500,269500,268000,268500,13970,3757421000
2023-07-04,0909,269000,269500,268000,268000,14482,3893682000
2023-07-04,0910,268500,268500,267500,268000,9851,2641235000
2023-07-04,0911,268000,268500,266500,266500,13286,3551527000
2023-07-04,0912,266500,268000,266000,268000,15058,4015859000
2023-07-04,0913,267500,268000,267000,267500,8909,2383544000
2023-07-04,0914,267500,269000,267500,269000,12771,3426262000
2023-07-04,0915,269000,270500,268500,270500,20476,5520308000
2023-07-04,0916,270500,270500,269500,270500,17158,4637174000
2023-07-04,0917,270000,270500,269000,269500,14348,3871856000
2023-07-04,0918,269500,270500,269000,270000,11249,3036555000
2023-07-04,0919,270000,272500,270000,272500,36240,9838394000
2023-07-04,0920,273000,274500,272500,274500,31857,8707910000
2023-07-04,0921,274500,276000,274000,275000,48190,13244943000
2023-07-04,0922,274500,276000,274500,276000,25311,6971363000
2023-07-04,0923,276000,276500,275000,276000,33205,9164563000
2023-07-04,0924,276000,276500,275000,275500,23189,6393851000
2023-07-04,0925,275500,278000,275500,278000,38571,10660921000
2023-07-04,0926,278000,279500,277500,279000,53793,14994518000
2023-07-04,0927,279500,281000,279000,279500,79351,22223096000
2023-07-04,0928,279500,284000,279000,284000,60802,17102056000
2023-07-04,0929,284000,286500,282500,284500,93235,26529401000
2023-07-04,0930,285000,288000,284500,287000,78648,22520246000
2023-07-04,0931,286500,287500,285000,285000,49157,14076440000
2023-07-04,0932,285500,286000,284500,285000,40084,11433456000
2023-07-04,0933,284500,285000,282000,283500,42386,12013967000
2023-07-04,0934,283000,286000,283000,286000,58200,16578061000
2023-07-04,0935,286000,286000,284000,285000,31125,8870942000
2023-07-04,0936,284500,286500,284000,286500,38862,11083230000
2023-07-04,0937,286000,290500,286000,290500,123827,35742052000
2023-07-04,0938,290000,294000,290000,293500,85800,25069050000
2023-07-04,0939,293500,295000,292500,294500,80282,23581996000
2023-07-04,0940,294500,297000,294000,295000,104384,30850146000
2023-07-04,0941,295500,296000,294000,295500,42909,12657422000
2023-07-04,0942,296000,297500,294000,295000,74893,22185103000
2023-07-04,0943,294500,296000,293000,293000,52412,15432513000
2023-07-04,0944,293500,294000,292000,293500,40583,11887555000
2023-07-04,0945,293500,295500,293500,294000,38366,11293287000
2023-07-04,0946,293500,294000,291000,291500,47770,13954084000
2023-07-04,0947,291500,294000,291500,294000,33321,9754999000
2023-07-04,0948,294000,294000,292000,292500,23966,7017834000
2023-07-04,0949,292500,292500,291500,292000,25930,7570724000
2023-07-04,0950,292000,292500,290500,290500,25024,7286566000
2023-07-04,0951,290500,293000,290500,291000,38635,11273385000
2023-07-04,0952,291000,292500,290000,291500,27741,8077433000
2023-07-04,0953,292000,294500,291500,294500,41093,12056495000
2023-07-04,0954,294500,295000,293000,293500,32435,9549524000
2023-07-04,0955,294000,295000,293500,294500,19627,5774910000
2023-07-04,0956,295000,295000,292500,292500,28800,8456606000
2023-07-04,0957,292000,292500,291000,291000,18546,5402597000
2023-07-04,0958,291000,291500,289500,291000,32807,9527693000
2023-07-04,0959,291000,291500,287500,288500,42469,12276620000
2023-07-04,1000,288500,289000,287500,288500,23305,6720610000
2023-07-04,1001,288000,290000,287500,289500,22967,6628017000
2023-07-04,1002,290000,291000,289500,291000,27701,8038881000
2023-07-04,1003,291000,291000,288500,289000,19418,5628042000
2023-07-04,1004,289000,289000,288000,288500,9878,2850424000
2023-07-04,1005,289000,290000,288500,289000,10046,2904541000
2023-07-04,1006,289500,292000,289000,291500,26883,7810558000
2023-07-04,1007,291500,291500,289000,289500,16650,4835246000
2023-07-04,1008,289500,290000,289000,290000,6459,1870000000
2023-07-04,1009,289500,290000,289500,289500,4012,1162273000
2023-07-04,1010,290000,290500,289500,290000,15428,4474489000
2023-07-04,1011,290000,290500,289000,289500,8558,2477684000
2023-07-04,1012,290000,290000,288500,288500,8997,2598118000
2023-07-04,1013,288500,289000,287500,288000,21098,6074967000
2023-07-04,1014,288000,288500,287000,287500,25308,7268387000
2023-07-04,1015,287000,287500,286500,286500,20101,5768571000
2023-07-04,1016,286500,287000,285500,286500,34749,9943947000
2023-07-04,1017,286500,287000,286000,286000,10710,3068462000
2023-07-04,1018,286000,286500,285000,285500,34948,9971356000
2023-07-04,1019,285500,285500,283000,284000,35669,10128805000
2023-07-04,1020,284000,284000,282000,282000,44834,12674240000
2023-07-04,1021,282000,283500,281500,282500,34738,9810290000
2023-07-04,1022,282000,284000,282000,283000,21624,6121583000
2023-07-04,1023,283000,283000,280500,280500,41243,11587232000
2023-07-04,1024,281000,282000,280000,282000,19655,5518773000
2023-07-04,1025,281500,283000,281500,282500,18789,5304758000
2023-07-04,1026,282500,283000,281500,282000,13555,3826977000
2023-07-04,1027,282500,284000,282000,284000,19682,5573898000
2023-07-04,1028,284000,284000,281500,282000,19399,5482495000
2023-07-04,1029,282000,282000,280000,280000,17692,4967442000
2023-07-04,1030,280000,281000,279500,280500,21182,5932697000
2023-07-04,1031,280500,281000,278500,279000,29518,8249098000
2023-07-04,1032,278500,279500,278500,279000,26284,7329950000
2023-07-04,1033,279000,279500,277500,277500,22055,6134796000
2023-07-04,1034,277500,278000,277000,277000,26009,7213376000
2023-07-04,1035,277500,277500,275500,275500,39605,10930380000
